task,queue,env_name,exp_name,sensor_bundle,seed,rollout_idx,step,time_s,force_target,finger_force_sum,effective_force,f_thumb,f_index,success_per_step,reward,env_code_commit
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,66,3.3,3.602274,4.102673,4.102673,1.438971,2.663701,0,0.274356,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,67,3.35,3.602274,4.110686,4.110686,1.446991,2.663696,0,0.273996,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,68,3.4,3.602274,4.11588,4.11588,1.45132,2.664561,0,0.273754,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,69,3.45,3.602274,4.118312,4.118312,1.453235,2.665078,0,0.27363,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,70,3.5,3.602274,4.119748,4.119748,1.454007,2.66574,0,0.273548,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,71,3.55,3.602274,4.12078,4.12078,1.454217,2.666563,0,0.273485,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,72,3.6,3.602274,4.12162,4.12162,1.454314,2.667305,0,0.273429,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,73,3.65,3.602274,4.12546,4.12546,1.457592,2.667868,1,0.773241,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,74,3.7,3.602274,4.794509,4.794509,2.124784,2.669725,0,0.229342,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,75,3.75,3.602274,4.126253,4.126253,1.45682,2.669433,0,0.273168,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,76,3.8,3.602274,4.128206,4.128206,1.457128,2.671078,0,0.273062,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,77,3.85,3.602274,4.116072,4.116072,1.456212,2.65986,0,0.273577,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,78,3.9,3.602274,3.71515,3.71515,1.456999,2.258151,0,0.284434,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,0,79,3.95,3.602274,4.102136,4.102136,1.458275,2.643861,0,0.274139,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,0,0.0,4.276002,0.0,0.0,0.0,0.0,0,0.055269,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,1,0.05,4.276002,0.0,0.0,0.0,0.0,0,0.058087,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,2,0.1,4.276002,4.864512,4.864512,3.18417,1.680342,0,0.275931,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,3,0.15,4.276002,2.406212,0.0,0.0,2.406212,0,0.061131,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,4,0.2,4.276002,5.136688,5.136688,3.055787,2.080902,0,0.264041,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,5,0.25,4.276002,5.341876,5.341876,2.800069,2.541806,0,0.253498,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,6,0.3,4.276002,4.821973,4.821973,2.603157,2.218816,0,0.277137,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,7,0.35,4.276002,4.830692,4.830692,2.432752,2.39794,0,0.277307,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,8,0.4,4.276002,4.622849,4.622849,2.565442,2.057408,0,0.282603,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,9,0.45,4.276002,4.346618,4.346618,2.716909,1.629709,0,0.286038,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,10,0.5,4.276002,4.851954,4.851954,2.933367,1.918587,0,0.275914,3682863
pinch,pinch_sweep_size_rand-20260622-195014,TesolloCubePinch,TesolloCubePinch-20260622-202344-cubepinch_sb_baseline_s1,baseline,1,1,11,0.55,4.276002,1.629292,0.0,0.0,1.629292,0,0.060501,3682863
